level,xp,badges,quiz_score,code_challenge_score,study_time,interest_visual,interest_backend,interest_math,interest_web,interest_data,interest_cloud,interest_mobile,interest_security,frontend_perf,backend_perf,data_perf,algo_perf,career_path
2,313,2,0.58,0.79,138,5,2,5,4,5,1,2,1,0.92,0.51,0.43,0.64,frontend
11,1166,3,0.9,0.88,195,4,4,5,4,3,1,4,3,0.75,0.75,0.45,0.57,fullstack
15,1566,4,0.63,0.64,258,5,3,4,3,5,5,1,2,0.64,0.57,0.88,0.78,data
22,2274,9,0.68,0.85,472,2,4,1,2,4,3,3,5,0.57,0.93,0.78,0.53,backend
19,2039,7,0.63,0.9,382,4,5,4,4,1,3,4,2,0.83,0.48,0.49,0.56,mobile
24,2553,7,0.82,0.63,461,5,4,4,3,5,5,4,4,0.69,0.67,0.61,0.77,security
24,2510,9,0.76,0.65,482,4,4,5,5,2,5,3,3,0.87,0.82,0.45,0.68,fullstack
6,750,3,0.94,0.87,86,1,5,5,3,4,4,5,1,0.57,0.9,0.76,0.67,backend
5,669,2,0.61,0.71,93,4,4,5,1,5,1,5,4,0.41,0.58,0.91,0.82,data
17,1654,6,0.91,0.54,416,5,2,1,5,1,2,2,2,0.85,0.54,0.53,0.76,frontend
1,101,0,0.59,0.83,-26,1,3,4,5,5,1,2,3,0.61,0.58,0.86,0.8,data
21,2212,9,0.92,0.78,507,4,2,1,4,2,5,3,3,0.74,0.52,0.68,0.8,frontend
20,1980,6,0.94,0.68,428,3,4,5,1,1,4,5,4,0.53,0.76,0.73,0.67,cloud
9,956,2,0.68,0.81,167,5,2,2,3,4,4,4,5,0.93,0.58,0.41,0.66,mobile
10,1158,5,0.95,0.66,222,5,3,4,5,4,5,4,5,0.49,0.62,0.93,0.89,data
6,671,2,0.71,0.64,167,4,4,3,4,4,5,3,4,0.67,0.79,0.7,0.73,cloud
20,1962,5,0.56,0.57,373,3,5,3,5,4,3,4,1,0.47,0.92,0.69,0.57,backend
17,1676,4,0.58,0.82,348,5,5,1,4,3,5,5,5,0.95,0.58,0.63,0.62,mobile
15,1632,6,0.71,0.67,338,4,4,3,1,5,4,2,3,0.6,0.77,0.65,0.6,cloud
25,2563,9,0.64,0.85,484,5,4,5,4,3,5,4,5,0.91,0.55,0.61,0.69,mobile
8,903,4,0.91,0.57,203,1,4,3,4,3,1,4,5,0.5,0.76,0.54,0.82,security
4,444,1,0.6,0.56,108,3,4,1,5,2,3,1,3,0.85,0.74,0.69,0.63,fullstack
9,1035,4,0.68,0.69,146,5,4,3,3,5,3,2,5,0.63,0.8,0.55,0.72,security
15,1552,6,0.92,0.9,312,1,5,4,1,3,4,1,4,0.51,0.92,0.63,0.5,backend
25,2594,7,0.78,0.46,557,4,4,5,4,3,3,2,5,0.76,0.6,0.54,0.68,frontend
13,1336,4,0.67,0.5,294,4,5,5,4,4,1,1,3,0.84,0.86,0.47,0.8,fullstack
13,1391,5,0.64,0.57,264,4,4,5,5,1,3,1,1,0.85,0.79,0.42,0.79,fullstack
20,1951,8,0.65,0.66,426,4,4,4,4,3,4,2,1,0.62,0.91,0.73,0.74,backend
18,1774,5,0.64,0.49,410,5,1,4,4,4,1,4,3,0.82,0.53,0.46,0.5,mobile
5,624,1,0.81,0.47,76,4,3,4,5,1,5,4,4,0.45,0.68,0.49,0.76,security
7,674,4,0.93,0.76,232,4,4,4,4,2,5,4,2,0.86,0.5,0.46,0.69,frontend
21,2114,6,0.8,0.5,400,3,4,4,2,3,3,2,2,0.68,0.79,0.8,0.62,backend
14,1421,6,0.79,0.68,252,2,3,2,4,5,4,2,3,0.54,0.84,0.71,0.59,cloud
3,423,3,0.57,0.71,65,4,4,3,3,1,2,1,5,0.53,0.7,0.53,0.76,security
5,564,0,0.64,0.76,179,4,5,4,5,5,2,1,4,0.81,0.8,0.69,0.61,fullstack
20,2186,5,0.64,0.87,464,5,2,4,5,2,1,3,4,0.76,0.58,0.6,0.61,frontend
2,192,2,0.88,0.78,19,3,4,3,4,1,4,3,3,0.65,0.81,0.75,0.67,cloud
20,2006,5,0.89,0.62,464,5,4,5,5,4,3,3,1,0.62,0.42,0.84,0.84,data
11,1205,2,0.8,0.8,171,4,5,1,4,3,5,4,3,0.81,0.54,0.46,0.68,mobile
12,1226,3,0.84,0.48,332,1,3,1,2,4,5,4,4,0.64,0.82,0.73,0.6,cloud
16,1631,4,0.89,0.75,283,4,5,5,5,5,3,3,4,0.85,0.88,0.48,0.69,fullstack
12,1396,3,0.88,0.74,311,4,5,4,5,4,3,2,2,0.82,0.72,0.68,0.78,fullstack
5,525,3,0.8,0.79,120,4,1,2,3,5,4,4,2,0.83,0.56,0.5,0.74,mobile
3,307,2,0.79,0.62,107,4,3,5,4,4,4,3,3,0.6,0.45,0.81,0.86,data
8,829,3,0.7,0.68,120,4,5,5,4,3,2,4,5,0.87,0.55,0.69,0.63,frontend
18,1809,6,0.88,0.88,368,2,4,3,3,3,5,2,4,0.51,0.63,0.46,0.74,security
21,2296,9,0.56,0.68,499,4,1,5,4,2,4,4,3,0.72,0.53,0.69,0.52,frontend
23,2378,8,0.95,0.68,545,1,3,4,3,2,4,4,5,0.43,0.72,0.62,0.74,security
3,491,3,0.85,0.67,76,2,4,3,5,4,2,3,5,0.62,0.64,0.54,0.74,security
10,1195,5,0.7,0.67,295,1,4,3,1,5,2,5,4,0.69,0.63,0.42,0.77,security
14,1518,6,0.79,0.67,235,2,4,1,5,4,4,5,5,0.57,0.8,0.7,0.64,backend
7,776,4,0.79,0.49,217,1,3,3,1,5,1,2,5,0.45,0.79,0.51,0.77,security
19,1973,5,0.85,0.84,448,4,1,1,5,3,3,4,2,0.93,0.48,0.52,0.67,frontend
23,2397,7,0.6,0.78,436,3,4,4,3,3,1,4,4,0.6,0.62,0.44,0.84,security
10,1094,2,0.93,0.85,177,3,3,5,4,5,4,3,5,0.64,0.48,0.91,0.77,data
12,1382,3,0.67,0.74,306,3,4,4,4,1,4,1,2,0.78,0.81,0.46,0.66,fullstack
7,841,3,0.9,0.85,197,5,5,4,3,5,4,4,4,0.83,0.5,0.62,0.7,mobile
9,864,2,0.9,0.59,214,3,4,2,4,2,4,5,3,0.81,0.79,0.61,0.51,fullstack
14,1572,4,0.78,0.74,299,3,2,2,5,3,5,4,4,0.71,0.5,0.45,0.54,frontend
20,2195,8,0.86,0.87,476,4,4,1,2,4,5,2,3,0.59,0.77,0.72,0.61,cloud
24,2550,10,0.84,0.55,541,4,5,4,4,4,2,2,3,0.85,0.74,0.63,0.75,fullstack
16,1584,5,0.65,0.89,375,3,4,3,1,3,4,1,4,0.56,0.77,0.63,0.52,backend
17,1893,4,0.64,0.57,366,4,4,3,5,1,5,1,4,0.61,0.66,0.46,0.79,security
22,2268,7,0.79,0.51,427,4,5,1,3,5,2,4,2,0.92,0.59,0.43,0.76,mobile
12,1312,6,0.81,0.7,193,5,4,3,3,5,2,4,4,0.92,0.52,0.47,0.62,mobile
14,1371,6,0.61,0.51,286,4,5,3,4,2,4,3,1,0.82,0.85,0.64,0.63,fullstack
20,2037,8,0.81,0.5,497,4,4,3,4,1,3,5,3,0.84,0.53,0.43,0.77,mobile
22,2395,9,0.92,0.81,493,2,4,2,4,5,5,4,3,0.5,0.67,0.67,0.73,cloud
2,236,0,0.94,0.68,-5,3,4,4,2,5,3,1,5,0.6,0.44,0.92,0.87,data
5,583,2,0.55,0.8,107,4,4,2,2,4,3,4,5,0.41,0.79,0.63,0.5,backend
8,939,3,0.91,0.57,229,1,3,4,3,4,1,1,5,0.59,0.66,0.86,0.7,data
17,1770,5,0.89,0.73,369,1,4,5,1,4,5,3,5,0.53,0.49,0.84,0.73,data
19,2096,5,0.66,0.5,424,5,3,4,3,3,4,3,4,0.51,0.73,0.68,0.71,security
4,372,2,0.9,0.66,89,5,3,4,3,5,1,4,5,0.81,0.46,0.58,0.62,mobile
14,1411,4,0.87,0.68,356,4,4,5,3,3,4,5,1,0.45,0.79,0.6,0.53,backend
18,1987,7,0.7,0.65,371,4,3,4,2,3,3,2,4,0.44,0.74,0.52,0.73,security
15,1531,4,0.94,0.49,314,5,5,5,2,4,4,4,4,0.67,0.81,0.63,0.66,backend
18,1841,5,0.64,0.7,406,5,4,5,5,5,1,1,3,0.66,0.53,0.91,0.85,data
23,2278,7,0.59,0.78,549,5,4,1,3,3,1,4,1,0.85,0.48,0.68,0.64,mobile
20,1998,6,0.77,0.45,373,3,5,2,1,4,3,1,1,0.42,0.9,0.71,0.66,backend
7,723,2,0.83,0.52,196,5,2,5,4,1,4,3,3,0.79,0.44,0.57,0.76,frontend
9,926,4,0.87,0.82,180,4,4,4,4,1,4,2,4,0.8,0.51,0.52,0.79,frontend
20,2151,6,0.8,0.48,454,1,4,5,1,5,4,5,4,0.59,0.67,0.81,0.84,data
1,298,1,0.59,0.81,94,4,3,4,4,3,2,4,5,0.92,0.52,0.45,0.65,mobile
5,474,1,0.95,0.83,105,1,3,4,3,5,2,3,4,0.62,0.63,0.89,0.82,data
13,1381,5,0.92,0.63,316,3,4,5,3,3,4,3,5,0.42,0.88,0.62,0.61,backend
8,819,4,0.77,0.89,173,5,4,4,3,5,4,5,2,0.53,0.41,0.94,0.87,data
17,1723,6,0.86,0.85,368,4,2,4,4,3,1,2,4,0.72,0.58,0.46,0.66,frontend
2,245,0,0.7,0.76,-4,3,3,4,5,5,5,5,3,0.46,0.69,0.73,0.6,cloud
25,2632,10,0.81,0.54,526,4,3,3,4,4,2,2,4,0.58,0.7,0.57,0.74,security
16,1766,6,0.94,0.88,378,3,4,2,5,4,4,5,2,0.76,0.81,0.64,0.51,fullstack
20,1959,5,0.58,0.51,429,5,4,4,5,1,5,2,2,0.78,0.6,0.62,0.75,frontend
1,241,1,0.82,0.86,-21,3,4,2,4,3,3,5,2,0.77,0.7,0.68,0.57,fullstack
24,2421,7,0.81,0.72,572,3,3,5,5,1,2,4,2,0.81,0.51,0.6,0.78,frontend
22,2281,8,0.77,0.85,445,2,4,4,1,4,3,3,4,0.63,0.76,0.69,0.76,security
15,1654,7,0.86,0.56,364,1,4,4,2,4,1,4,5,0.7,0.73,0.65,0.71,security
17,1823,5,0.61,0.85,409,3,3,4,4,2,2,2,2,0.78,0.51,0.45,0.72,frontend
14,1430,6,0.67,0.46,345,5,4,4,4,3,4,5,5,0.64,0.74,0.63,0.73,security
16,1721,5,0.78,0.64,303,5,2,1,4,4,1,5,5,0.94,0.5,0.44,0.69,mobile
23,2358,9,0.73,0.67,474,1,4,5,3,5,4,1,3,0.47,0.79,0.62,0.64,cloud
20,2089,5,0.73,0.55,448,2,3,4,4,4,3,5,5,0.62,0.48,0.94,0.8,data
20,2163,8,0.94,0.59,362,1,4,5,1,3,5,5,3,0.62,0.67,0.64,0.54,cloud
25,2647,7,0.64,0.68,563,4,5,4,5,5,5,4,1,0.88,0.75,0.47,0.73,fullstack
3,454,3,0.56,0.81,56,4,4,3,5,3,5,1,4,0.87,0.78,0.68,0.62,fullstack
13,1469,3,0.67,0.63,272,4,3,4,4,1,3,4,5,0.82,0.57,0.54,0.55,mobile
7,659,2,0.58,0.61,190,4,3,1,4,5,3,4,2,0.83,0.55,0.44,0.65,mobile
23,2275,7,0.89,0.82,456,4,5,5,4,5,5,2,5,0.78,0.58,0.46,0.73,frontend
17,1842,7,0.78,0.88,405,1,4,3,2,4,3,5,2,0.7,0.77,0.64,0.55,backend
22,2155,6,0.86,0.59,510,3,3,4,1,4,2,5,3,0.47,0.56,0.88,0.81,data
20,2063,5,0.57,0.83,489,2,3,5,1,5,3,3,2,0.47,0.61,0.93,0.75,data
8,879,4,0.83,0.89,162,4,4,3,3,3,5,5,4,0.49,0.83,0.69,0.73,cloud
2,165,0,0.65,0.56,109,4,5,1,5,4,4,2,5,0.8,0.48,0.68,0.77,frontend
13,1408,4,0.61,0.64,317,3,5,5,5,1,4,4,1,0.89,0.52,0.56,0.76,frontend
19,2028,7,0.74,0.74,478,3,3,5,2,5,2,3,4,0.62,0.42,0.9,0.9,data
6,673,2,0.75,0.45,121,3,4,3,5,5,2,1,2,0.76,0.87,0.47,0.64,fullstack
4,435,0,0.92,0.49,80,3,3,3,1,5,2,3,4,0.46,0.69,0.4,0.74,security
1,272,0,0.94,0.62,24,4,4,2,4,5,1,3,3,0.81,0.74,0.62,0.55,fullstack
11,1165,3,0.62,0.7,307,4,4,1,4,4,2,3,4,0.93,0.51,0.53,0.77,frontend
2,263,0,0.57,0.74,62,4,4,5,4,3,4,1,1,0.85,0.87,0.69,0.57,fullstack
17,1848,7,0.94,0.48,383,5,1,1,3,4,4,4,4,0.9,0.54,0.4,0.61,mobile
1,231,0,0.79,0.88,74,1,3,4,4,5,4,3,4,0.59,0.74,0.71,0.52,cloud
15,1450,7,0.66,0.53,349,4,4,5,5,3,4,5,2,0.56,0.77,0.76,0.7,backend
16,1766,4,0.69,0.5,282,3,4,3,4,4,1,2,5,0.6,0.67,0.68,0.79,security
20,2145,7,0.77,0.86,472,5,3,4,4,5,5,4,2,0.56,0.67,0.92,0.74,data
20,2056,5,0.87,0.8,388,3,5,2,5,2,3,2,2,0.86,0.72,0.63,0.68,fullstack
9,1055,4,0.8,0.69,145,3,5,1,5,4,5,4,5,0.87,0.48,0.44,0.52,frontend
3,406,2,0.94,0.78,142,4,3,3,1,5,2,1,5,0.64,0.75,0.57,0.72,security
17,1867,7,0.88,0.86,386,3,4,4,4,1,1,4,5,0.76,0.72,0.42,0.63,fullstack
14,1405,3,0.82,0.72,374,3,3,4,3,4,5,5,5,0.55,0.77,0.52,0.82,security
15,1638,5,0.93,0.47,332,4,2,5,3,1,4,5,3,0.86,0.47,0.56,0.73,mobile
11,1227,4,0.61,0.87,245,3,3,3,2,4,4,3,4,0.48,0.8,0.65,0.54,cloud
7,892,2,0.6,0.82,227,2,4,5,4,5,3,4,3,0.51,0.69,0.9,0.86,data
14,1583,3,0.93,0.72,307,4,3,2,5,3,4,5,4,0.45,0.66,0.67,0.8,cloud
6,631,1,0.8,0.54,118,3,4,1,4,1,1,1,1,0.81,0.77,0.61,0.63,fullstack
14,1518,5,0.57,0.45,245,4,4,5,5,3,2,4,2,0.89,0.84,0.45,0.56,fullstack
12,1326,3,0.81,0.81,236,3,3,1,1,4,5,3,3,0.56,0.73,0.63,0.53,cloud
13,1286,5,0.94,0.88,235,2,4,1,3,1,5,4,4,0.6,0.79,0.71,0.76,cloud
3,425,1,0.58,0.47,86,2,4,5,2,4,2,3,3,0.52,0.55,0.82,0.79,data
22,2359,8,0.73,0.71,520,4,5,4,4,2,4,4,4,0.93,0.46,0.47,0.71,mobile
6,642,4,0.75,0.67,88,1,3,3,3,5,2,3,5,0.55,0.79,0.55,0.84,security
24,2524,10,0.81,0.59,505,5,5,4,4,4,1,3,5,0.8,0.48,0.69,0.64,frontend
25,2530,10,0.6,0.87,541,3,4,4,5,2,5,5,2,0.78,0.73,0.59,0.78,fullstack
2,153,0,0.89,0.51,95,3,3,2,4,4,1,3,2,0.77,0.42,0.53,0.61,frontend
12,1387,6,0.86,0.49,246,3,1,5,4,5,2,4,4,0.85,0.46,0.55,0.5,frontend
21,2251,7,0.57,0.77,483,2,3,3,4,1,5,1,3,0.57,0.74,0.62,0.62,cloud
6,638,2,0.56,0.67,85,3,3,3,3,1,5,2,3,0.48,0.74,0.66,0.57,cloud
12,1169,6,0.77,0.77,333,5,3,3,3,5,3,1,4,0.57,0.6,0.58,0.71,security
4,477,1,0.89,0.56,144,4,4,3,3,3,2,4,3,0.8,0.54,0.44,0.66,mobile
1,250,0,0.7,0.74,-30,1,3,4,5,4,4,2,5,0.62,0.68,0.41,0.75,security
7,826,2,0.7,0.82,139,3,4,1,5,3,1,1,4,0.84,0.73,0.6,0.5,fullstack
10,958,3,0.75,0.57,272,1,3,2,3,1,5,4,4,0.41,0.66,0.67,0.59,cloud
17,1714,5,0.68,0.51,333,4,5,5,5,3,3,5,1,0.46,0.94,0.64,0.78,backend
12,1254,5,0.64,0.86,213,3,3,4,5,4,2,5,4,0.69,0.67,0.55,0.74,security
20,1973,5,0.85,0.7,410,4,3,4,5,3,2,3,2,0.72,0.51,0.65,0.66,frontend
13,1349,4,0.88,0.45,274,4,3,1,4,5,1,5,3,0.9,0.5,0.52,0.55,mobile
1,116,1,0.86,0.82,-14,5,4,4,3,1,4,4,2,0.86,0.45,0.4,0.71,mobile
5,520,2,0.73,0.73,96,3,3,3,3,4,3,1,4,0.57,0.7,0.44,0.72,security
17,1788,5,0.59,0.78,341,3,3,4,5,4,5,2,3,0.69,0.64,0.88,0.86,data
2,326,1,0.6,0.51,14,3,1,2,4,5,3,3,1,0.8,0.41,0.51,0.7,frontend
1,159,1,0.84,0.59,116,1,4,5,4,3,5,4,3,0.47,0.66,0.68,0.6,cloud
8,807,2,0.7,0.77,187,4,4,1,3,5,3,5,1,0.81,0.51,0.61,0.79,mobile
3,278,2,0.65,0.88,70,5,5,4,3,4,2,4,1,0.85,0.57,0.57,0.55,mobile
1,211,1,0.89,0.88,76,1,4,3,2,4,3,5,4,0.54,0.68,0.47,0.75,security
7,750,4,0.64,0.77,234,5,3,4,2,4,3,5,5,0.47,0.66,0.48,0.77,security
11,1154,2,0.79,0.62,294,1,3,3,5,4,5,5,4,0.63,0.66,0.62,0.8,cloud
19,2027,6,0.56,0.54,365,2,4,4,4,4,2,2,4,0.67,0.62,0.68,0.79,security
12,1189,3,0.85,0.6,267,3,5,4,4,4,3,2,3,0.69,0.9,0.62,0.5,backend
22,2205,9,0.7,0.54,487,1,3,1,2,5,5,3,3,0.68,0.72,0.75,0.62,cloud
16,1555,7,0.89,0.47,356,4,4,2,4,2,1,1,5,0.83,0.72,0.51,0.62,fullstack
6,706,2,0.85,0.72,176,4,3,3,3,1,5,4,3,0.82,0.58,0.42,0.75,mobile
14,1567,3,0.61,0.47,245,3,4,3,4,5,5,3,3,0.8,0.51,0.63,0.62,frontend
4,481,0,0.89,0.85,131,1,4,5,4,5,1,1,4,0.61,0.66,0.92,0.73,data
7,705,4,0.9,0.75,123,4,4,4,5,5,5,5,1,0.85,0.8,0.42,0.51,fullstack
18,1751,6,0.64,0.53,383,3,4,3,5,1,3,2,1,0.83,0.79,0.51,0.57,fullstack
15,1661,4,0.57,0.49,364,3,4,4,2,4,4,1,3,0.68,0.66,0.69,0.72,cloud
10,1014,5,0.94,0.68,287,2,4,2,1,3,4,5,5,0.65,0.78,0.6,0.56,backend
7,858,4,0.73,0.65,219,5,1,4,3,5,4,4,3,0.92,0.48,0.68,0.5,mobile
1,189,0,0.63,0.65,81,3,2,2,5,2,2,3,4,0.81,0.53,0.44,0.67,frontend
16,1619,5,0.71,0.62,276,3,3,5,3,5,4,5,4,0.57,0.8,0.69,0.78,cloud
22,2152,8,0.6,0.9,535,2,5,3,2,4,4,5,2,0.54,0.76,0.69,0.66,backend
2,352,1,0.58,0.47,104,3,4,1,4,1,4,3,3,0.9,0.5,0.59,0.61,frontend
17,1764,6,0.59,0.85,338,3,4,4,4,3,4,3,4,0.67,0.77,0.71,0.75,cloud
10,1122,2,0.9,0.48,258,3,5,4,4,3,1,4,2,0.79,0.54,0.54,0.66,frontend
13,1256,6,0.94,0.81,225,3,4,4,2,5,4,2,5,0.41,0.62,0.56,0.79,security
8,962,4,0.78,0.64,233,1,3,4,5,5,1,1,5,0.62,0.79,0.5,0.77,security
5,679,3,0.78,0.57,126,1,3,5,4,5,4,4,3,0.42,0.76,0.69,0.62,cloud
20,2040,7,0.84,0.73,490,3,4,2,5,1,2,1,2,0.79,0.88,0.65,0.6,fullstack
6,764,4,0.84,0.55,97,1,3,4,3,1,1,2,5,0.49,0.74,0.44,0.79,security
1,105,1,0.9,0.73,111,4,4,5,1,4,3,1,5,0.69,0.85,0.68,0.78,backend
23,2449,8,0.8,0.53,445,4,4,2,3,3,4,4,4,0.59,0.93,0.68,0.73,backend
22,2363,9,0.95,0.87,390,5,4,3,3,4,5,4,1,0.91,0.52,0.61,0.68,mobile
4,513,2,0.56,0.58,71,5,1,3,3,3,4,4,1,0.91,0.51,0.54,0.62,mobile
15,1669,7,0.76,0.54,358,1,4,5,3,4,3,3,2,0.53,0.53,0.81,0.75,data
12,1372,3,0.65,0.73,321,4,4,1,3,2,3,4,1,0.89,0.55,0.5,0.67,mobile
11,1090,5,0.69,0.86,229,5,3,4,5,3,2,3,5,0.54,0.72,0.52,0.78,security
3,259,3,0.91,0.77,138,4,4,1,3,4,3,5,5,0.87,0.46,0.48,0.77,mobile
6,633,3,0.89,0.73,144,4,4,1,4,2,2,2,2,0.82,0.78,0.46,0.53,fullstack
19,2084,6,0.9,0.69,430,5,5,5,4,1,1,4,5,0.95,0.51,0.42,0.8,mobile
14,1418,6,0.89,0.82,376,2,4,3,5,3,3,4,2,0.57,0.9,0.74,0.74,backend
9,978,5,0.91,0.65,196,3,4,2,2,5,4,4,4,0.45,0.74,0.65,0.8,cloud
17,1877,6,0.88,0.58,341,4,5,2,4,5,2,5,5,0.88,0.8,0.63,0.57,fullstack
4,462,3,0.81,0.85,52,3,4,4,2,5,1,3,2,0.63,0.52,0.92,0.81,data
25,2671,7,0.77,0.67,567,4,4,3,4,4,4,1,1,0.5,0.9,0.7,0.64,backend
1,72,2,0.7,0.56,52,5,4,1,4,4,3,5,1,0.91,0.48,0.68,0.61,mobile
1,160,1,0.78,0.6,22,3,5,4,5,3,3,3,4,0.57,0.89,0.72,0.56,backend
23,2467,9,0.93,0.89,480,4,3,4,2,5,4,4,4,0.52,0.68,0.62,0.7,cloud
14,1362,6,0.67,0.87,288,5,3,5,5,4,5,5,4,0.42,0.7,0.68,0.61,cloud
21,2202,8,0.67,0.52,386,3,4,5,4,2,1,1,3,0.77,0.88,0.48,0.61,fullstack
18,1808,8,0.71,0.53,365,3,3,4,1,4,2,1,5,0.64,0.67,0.51,0.75,security
24,2490,7,0.55,0.87,548,3,5,3,5,3,5,3,2,0.77,0.78,0.45,0.75,fullstack
2,225,1,0.65,0.78,131,4,5,4,4,3,1,4,5,0.83,0.58,0.61,0.57,mobile
16,1767,6,0.64,0.71,358,4,5,4,4,5,5,5,2,0.9,0.89,0.48,0.67,fullstack
12,1375,5,0.83,0.89,313,5,3,1,4,2,3,4,1,0.83,0.59,0.64,0.56,mobile
11,1177,5,0.63,0.57,189,4,4,2,2,3,4,4,3,0.66,0.8,0.75,0.64,cloud
17,1843,7,0.79,0.47,365,3,4,3,5,4,5,1,4,0.89,0.84,0.66,0.69,fullstack
8,987,2,0.78,0.72,194,4,3,2,3,2,5,1,3,0.62,0.69,0.62,0.64,cloud
21,2298,6,0.56,0.88,442,4,4,4,2,1,5,5,5,0.52,0.75,0.46,0.79,security
2,320,0,0.76,0.57,124,4,3,3,5,3,5,4,1,0.89,0.53,0.46,0.55,frontend
25,2514,9,0.76,0.8,479,5,1,5,4,4,3,5,1,0.87,0.51,0.47,0.58,mobile
16,1655,7,0.71,0.79,291,4,4,5,5,4,3,2,2,0.46,0.7,0.87,0.71,data
24,2485,9,0.89,0.51,439,5,3,3,3,5,4,1,4,0.52,0.73,0.6,0.63,cloud
7,735,4,0.63,0.51,234,5,4,4,5,5,2,5,2,0.47,0.61,0.87,0.7,data
9,1038,4,0.59,0.49,279,3,5,1,5,4,4,2,3,0.56,0.91,0.71,0.8,backend
5,463,2,0.59,0.78,71,5,4,3,5,3,4,1,4,0.69,0.69,0.48,0.85,security
13,1455,3,0.7,0.66,346,1,4,3,4,2,3,3,4,0.53,0.69,0.64,0.77,security
17,1787,4,0.79,0.45,293,2,4,4,2,4,2,4,5,0.4,0.48,0.92,0.9,data
7,764,3,0.84,0.65,168,5,4,1,4,2,4,2,4,0.82,0.48,0.47,0.56,frontend
19,1883,7,0.83,0.74,443,1,3,4,4,4,5,4,1,0.66,0.53,0.94,0.7,data
25,2687,10,0.87,0.72,566,3,5,5,2,4,4,2,4,0.5,0.87,0.77,0.77,backend
21,2092,6,0.88,0.66,388,3,3,5,2,5,5,1,4,0.51,0.77,0.7,0.7,cloud
11,1248,4,0.82,0.61,210,5,2,1,3,3,2,4,5,0.86,0.47,0.45,0.54,mobile
15,1651,7,0.85,0.46,314,1,5,3,4,4,4,4,4,0.59,0.92,0.78,0.78,backend
11,1251,3,0.95,0.86,284,2,4,3,4,2,5,3,4,0.47,0.72,0.54,0.81,security
14,1473,4,0.83,0.78,312,4,4,4,5,4,2,5,1,0.81,0.83,0.41,0.72,fullstack
17,1811,7,0.66,0.65,291,3,4,2,5,2,3,5,5,0.75,0.74,0.58,0.66,fullstack
9,1018,2,0.8,0.85,228,3,4,4,5,3,3,4,4,0.82,0.75,0.52,0.63,fullstack
23,2492,7,0.78,0.86,502,5,4,4,4,4,4,5,3,0.47,0.81,0.66,0.67,backend
24,2458,9,0.59,0.49,430,3,4,3,5,4,5,2,4,0.57,0.68,0.43,0.7,security
22,2192,9,0.84,0.83,400,4,4,1,5,1,2,1,2,0.84,0.78,0.56,0.78,fullstack
1,89,2,0.73,0.86,15,3,1,4,5,2,1,4,5,0.77,0.55,0.68,0.72,frontend
19,1868,6,0.76,0.53,379,3,4,4,2,1,2,4,5,0.59,0.65,0.41,0.71,security
12,1388,6,0.57,0.46,224,5,3,4,2,2,3,4,5,0.64,0.74,0.6,0.84,security
7,786,1,0.56,0.81,132,3,2,4,5,1,2,4,1,0.77,0.43,0.62,0.78,frontend
19,1996,8,0.83,0.75,333,3,4,4,1,4,3,4,4,0.5,0.84,0.66,0.65,backend
16,1728,6,0.71,0.6,297,4,3,5,5,2,2,2,4,0.79,0.58,0.46,0.73,frontend
16,1626,4,0.67,0.49,308,4,5,5,4,3,1,1,5,0.81,0.87,0.65,0.61,fullstack
1,62,2,0.6,0.84,2,4,4,5,1,3,3,5,4,0.6,0.76,0.7,0.56,backend
25,2560,7,0.87,0.47,582,3,4,1,4,1,4,2,4,0.88,0.79,0.51,0.64,fullstack
25,2462,10,0.84,0.86,514,5,3,3,2,4,2,1,5,0.66,0.72,0.48,0.8,security
8,972,4,0.6,0.52,252,4,3,4,1,5,5,5,5,0.57,0.43,0.82,0.71,data
2,377,0,0.56,0.56,131,3,3,5,4,3,5,3,5,0.9,0.4,0.53,0.52,frontend
6,627,3,0.72,0.83,220,1,4,4,1,4,3,2,2,0.42,0.93,0.73,0.55,backend
24,2433,7,0.87,0.89,431,3,4,1,5,2,2,2,2,0.88,0.85,0.46,0.52,fullstack
2,289,1,0.92,0.85,80,4,3,4,4,3,2,5,2,0.81,0.47,0.68,0.64,mobile
21,2210,8,0.58,0.9,412,4,4,1,4,4,3,3,3,0.43,0.9,0.64,0.56,backend
19,1993,8,0.58,0.6,417,5,3,1,4,4,3,4,1,0.9,0.6,0.61,0.73,mobile
23,2397,9,0.68,0.83,493,5,4,5,3,4,5,5,1,0.88,0.46,0.58,0.54,mobile
12,1182,3,0.78,0.55,215,4,5,3,4,4,5,4,5,0.88,0.71,0.61,0.8,fullstack
5,541,1,0.63,0.65,136,5,1,2,3,5,1,5,5,0.93,0.51,0.51,0.62,mobile
25,2654,7,0.8,0.72,493,2,3,5,5,5,3,3,3,0.61,0.63,0.93,0.78,data
4,573,3,0.65,0.62,156,5,4,3,1,3,3,1,1,0.55,0.76,0.71,0.61,backend
1,127,1,0.8,0.54,25,1,4,5,3,4,3,3,5,0.67,0.87,0.62,0.55,backend
15,1486,7,0.63,0.75,293,4,4,5,5,4,3,2,3,0.52,0.9,0.76,0.53,backend
19,2043,7,0.56,0.83,419,4,3,2,5,1,4,1,3,0.57,0.78,0.7,0.77,cloud
19,1989,5,0.76,0.58,345,4,5,5,5,4,2,3,5,0.72,0.53,0.4,0.61,frontend
11,1078,2,0.71,0.85,193,5,3,3,5,4,4,3,4,0.56,0.71,0.67,0.78,security
